prices_buy,prices_buy_forecast,demand_MW,demand_MW_forecast,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,profit_daily
52.57,60.8568,27.67,36.81548034,0.47490547263681593,0.0,12.56,24.25548034,0.0,660.2792000000001,1148.8194844210525
55.77,64.67681508,29.3,38.446,0.21179994763026966,0.0,10.110799999999996,28.3352,0.0,563.8793159999998,1148.8194844210525
56.73,59.95290702,29.46,35.57250672,5.551115123125783e-17,0.0,0.0,35.57250672,0.0,0.0,1148.8194844210525
54.84,55.72539104,27.29,32.19850488,5.551115123125783e-17,0.0,0.0,32.19850488,0.0,0.0,1148.8194844210525
47.56,54.25064097,24.49,29.15986318,5.551115123125783e-17,0.0,0.0,29.15986318,0.0,0.0,1148.8194844210525
52.33,64.28362034,30.61,28.31712013,0.5,0.0,0.0,28.31712013,0.0,0.0,1825.1377248614954
43.25,61.76422388,29.22,26.78312673,0.5,0.0,0.0,26.78312673,0.0,0.0,1825.1377248614954
42.34,57.61969796,27.96,25.88202063,0.5,12.56,0.0,38.44202063,0.0,-531.7904000000001,1825.1377248614954
40.25,55.7022459,27.59,25.71474933,0.737452736318408,12.56,0.0,38.27474933,0.0,-505.54,1825.1377248614954
41.56,54.74318125,27.56,26.92287323,0.974905472636816,1.3273684210526253,0.0,28.250241651052626,0.0,-55.165431578947114,1825.1377248614954
39.97,49.54756517,27.99,28.62938808,1.0,0.0,0.0,28.62938808,0.0,0.0,1825.1377248614954
45.7,59.69162884,31.29,31.96304348,1.0,0.0,0.0,31.96304348,0.0,0.0,1825.1377248614954
54.94,63.69067844,36.59,34.74612691,1.0,0.0,0.0,34.74612691,0.0,0.0,1825.1377248614954
60.0,65.40120035,41.49,41.21954168,1.0,0.0,12.56,28.659541679999997,0.0,753.6,1825.1377248614954
57.92,63.77656921,42.82,42.71491589,0.7368944749934537,0.0,0.0,42.71491589,0.0,0.0,1825.1377248614954
58.38,63.40521798,42.89,42.33209063,0.7368944749934537,0.0,0.0,42.33209063,0.0,0.0,1825.1377248614954
53.72,61.10054973,42.89,41.83457803,0.7368944749934537,0.0,0.0,41.83457803,0.0,0.0,1825.1377248614954
