method,seed,day_index,hour,prices_actual,prices_forecast,prices_bias_corrected,actual_demand,forecast_demand,demand_bias_corrected,soc,charge_MW,discharge_MW,import_MW,export_MW,profit_step,profit_step_system,day
scenario_expected,0,0,18,26.41219854712196,125.45778068673744,191.18807432859882,17163.381500000003,18163.032413188008,18029.073072549178,0.5,0.0,0.0,,0.0,0.0,,0
scenario_expected,0,0,19,28.104474472519385,96.23590040650946,151.53461442852813,16920.5319,17362.822985445255,17324.48970296791,0.5,0.0,0.0,,0.0,0.0,,0
scenario_expected,0,0,20,28.261734918110378,86.59242807729248,135.24448454836826,16529.9214,17592.257560375107,17598.013594221688,0.5,0.0,0.0,,0.0,0.0,,0
scenario_expected,0,0,21,24.749945726209205,85.44110256871201,127.78344258623795,15968.149399999998,16997.809614765723,17056.04016689532,0.5,0.0,0.0,,0.0,0.0,,0
scenario_expected,0,0,22,33.50858414132479,78.2451895823832,114.85003466051998,15188.7744,16382.147253578529,16489.340989107648,0.5,0.0,0.0,,0.0,0.0,,0
scenario_expected,0,0,23,34.52480096118536,75.85255380286381,116.98455956037174,14456.732999999998,15632.744136620324,15778.656098574791,0.5,0.0,0.0,,0.0,0.0,,0
scenario_expected,0,1,0,26.80436954022554,81.18411725725105,117.99529512814162,13893.4883,15730.124447598975,15948.62673028586,0.5,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,1,21.09174053454271,81.43087169727494,119.74752164908497,13569.4078,15426.029803391999,15644.265791285994,0.5,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,2,18.19340523349552,78.1773338484116,113.1140527163054,13285.338599999995,14735.89537374524,14939.792406182614,0.5,10.7825,0.0,,0.0,-196.17039193016544,,1
scenario_expected,0,1,3,26.061502331579657,80.86431210879397,116.76225689760068,13271.8391,15080.192286906746,15296.068459998327,0.7375,10.7825,0.0,,0.0,-281.00814889025764,,1
scenario_expected,0,1,4,24.50018256521319,84.1821014528727,122.51234930275855,13465.298,15452.125221900438,15676.770892503817,0.9750000000000001,1.134999999999996,0.0,,0.0,-27.807707211516874,,1
scenario_expected,0,1,5,26.10497596375142,94.61112604592427,136.01696915598262,13977.9716,16452.217865868137,16745.932805295604,1.0,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,6,17.228086029823555,104.93528044110646,158.45823823645281,14576.961200000002,17242.922525083977,17575.37324356187,1.0,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,7,25.83268143533198,123.98954256327005,169.54346722603142,15257.6911,17984.54389987288,18198.634706857338,1.0,0.0,10.7825,,0.0,278.5408875764671,,1
scenario_expected,0,1,8,26.38806996389638,98.46867599730413,147.94888775928763,15805.8121,18354.26024454292,18379.470361177013,0.7368421052631579,0.0,10.7825,,0.0,284.52936438571277,,1
scenario_expected,0,1,9,28.030557715364548,102.86520692734662,143.07155403704604,16092.9097,17462.601481471313,17329.70518740022,0.47368421052631576,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,10,32.486698709535155,104.14912232784047,149.40315711252686,16230.663000000002,18096.473744273007,17801.75485198665,0.47368421052631576,10.7825,0.0,,0.0,-350.28782883556283,,1
scenario_expected,0,1,11,34.37556747049854,104.32197649526313,149.22299841259468,16122.770299999998,17903.38313560402,17652.871114397487,0.7111842105263158,3.5543421052631605,0.0,,0.0,-122.1825268527076,,1
scenario_expected,0,1,12,34.36378971328492,104.48007091851352,150.62313164304862,16148.7082,16598.291735517756,16140.936468278844,0.7894736842105263,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,13,39.96061595276318,104.69205466800774,152.01761759708734,16091.0732,16597.71341066721,16176.648633563,0.7894736842105263,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,14,41.36270128610737,101.38877623887463,147.0564052825045,16311.702,16329.199584874026,15927.437357482067,0.7894736842105263,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,15,38.942635828712746,108.29377814296642,162.3592204728714,16877.872900000002,17472.45353986726,17131.285410717708,0.7894736842105263,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,16,61.2806044190082,157.8547127030526,225.54755344645898,18054.2684,18581.891817755524,18366.026435878593,0.7894736842105263,0.0,10.7825,,0.0,660.758117147956,,1
scenario_expected,0,1,17,62.4985037927379,137.9366844077092,206.3402541316542,18608.8129,18986.360022247856,18731.928148810195,0.5263157894736842,0.0,10.7825,,0.0,673.8901171451964,,1
scenario_expected,0,1,18,38.833504629223455,113.36601071804714,179.09630435990852,18364.5056,18639.45185354458,18505.49251290575,0.2631578947368421,0.0,10.7825,,0.0,418.72226366460194,,1
scenario_expected,0,1,19,71.26457744157214,100.3526642958713,155.65137831789,17933.983799999998,18150.57570427969,18112.242421802344,0.0,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,20,29.69122890246351,83.22888711537053,131.8809435864463,17254.8641,18189.996540375425,18195.752574222006,0.0,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,21,28.90498675566485,84.4486457889501,126.79098580647604,16477.308800000003,17496.560023467424,17554.79057559702,0.0,0.0,0.0,,0.0,0.0,,1
scenario_expected,0,1,22,29.913091368287763,68.51612044370019,105.12096552183698,15465.738,16420.77045615817,16527.96419168729,0.0,10.7825,0.0,,0.0,-322.5379076785628,,1
scenario_expected,0,1,23,28.90822716492556,74.06098847120705,115.19299422871498,14666.2791,15581.819753846677,15727.731715801145,0.2375,0.0,9.73120625,,0.0,281.31192086374335,,1
scenario_expected,0,2,0,31.12540651403496,81.00497989641374,117.81615776730432,14085.4694,15454.102414170582,15672.604696857466,0.5,0.0,0.0,,0.0,0.0,,2
scenario_expected,0,2,1,26.104775079526487,81.33068856535687,119.6473385171669,13660.4483,14972.675862487948,15190.911850381943,0.5,0.0,0.0,,0.0,0.0,,2
scenario_expected,0,2,2,23.27871175166839,77.57147718211392,112.50819605000771,13412.8138,13871.674826402075,14075.57185883945,0.5,0.0,0.0,,0.0,0.0,,2
